from,to,cost
1,688008,0.42997037843123886
1,688009,0.4156885857982189
1,688012,0.6716340648635413
1,688036,0.6958085302844474
1,688041,0.6781203472756536
1,688082,0.5111164550747969
1,688126,0.4759903255721961
1,688169,0.4730209622648821
1,688187,0.4062567060762893
1,688223,0.3743390594057201
1,688303,0.635353598341713
1,688396,0.5269228491138984
1,688472,0.3908443296350157
1,688599,0.3945863167757403
1,688981,0.6077569341527493
1,708,0.3979509505747606
1,725,0.31825378136130733
1,768,0.661668789514039
1,776,0.4536990096922018
1,786,0.5621146373464283
1,792,0.29942985259519983
1,800,0.3594647581797987
1,807,0.520796084435506
1,858,0.40180049983580224
1,895,0.6348625475727048
1,938,0.5054239034418855
1,963,0.6419428631365938
1,977,0.5579864307451647
1,983,0.29112230548043794
1,999,0.578074081121844
100,1,0.39690044621696385
100,157,0.3377298171856603
100,166,0.3538327987322807
100,1979,0.597308966675169
100,2,0.5577929857674401
100,2001,0.45077172952495326
100,2027,0.48435870432450423
100,2028,0.5960541034940203
100,2049,0.678125837207182
100,2050,0.29791623364771713
100,2074,0.37089481174668437
100,2129,0.2975292263051761
100,2142,0.45013388152164346
100,2180,0.4573778148981227
100,2230,0.23605014727346196
100,2236,0.23893793500218918
100,2241,0.31041952423887265
100,2252,0.5905718270628362
100,2271,0.44541829648984277
100,2304,0.626108730926388
100,2352,0.4279564201257876
100,2415,0.3916281467259287
100,2422,0.627756187327847
100,2459,0.32784595905088976
100,2460,0.2570558496207185
100,2463,0.3661018062029816
100,2466,0.3489748879273832
100,2475,0.3725117461005637
100,2493,0.3791685211219039
100,2555,0.42185449224682203
100,2594,0.37011281668523865
100,2601,0.34521096129915063
100,2648,0.4680612751904427
100,2709,0.22296715834416014
100,2736,0.4138593577523261
100,2812,0.2936584564931799
100,2916,0.3269307926271068
100,2920,0.3375073207095126
100,2938,0.3919999455099096
100,300014,0.3552695266597862
100,300015,0.47417086680021125
100,300033,0.46058893501452036
100,300059,0.38974423611609776
100,300122,0.42441380418135155
100,300124,0.43370060726760695
100,300274,0.3694684522979931
100,300308,0.26794446281481643
100,300316,0.3784630712328825
100,300347,0.40625673947811247
100,300394,0.2525759187389336
100,300408,0.5903105718006033
100,300413,0.6692765289704645
100,300418,0.3001753572403104
100,300433,0.24446729792989574
100,300442,0.5399514603667712
100,300450,0.2787501608249343
100,300502,0.33938714667344194
100,300628,0.31760795463429403
100,300750,0.37374676713459676
100,300759,0.3014148846538154
100,300760,0.6346581417616977
100,300782,0.568175329251714
100,300896,0.5166975044656041
100,300999,0.5707323991277258
100,301,0.5234167405491084
100,333,0.42610758088627054
100,338,0.34138583824830815
100,3816,0.6570356418696677
100,408,0.317889055762711
100,425,0.5249151570575106
100,538,0.6555023763349412
100,568,0.6007295791044693
100,596,0.6851455183233961
100,600000,0.6264597321140357
100,600009,0.48728215602795355
100,600010,0.5636975828065545
100,600011,0.608098629694475
100,600016,0.6490370414071288
100,600018,0.6654548588268685
100,600019,0.6259984934236935
100,600026,0.34667752142831865
100,600027,0.6458782833652474
100,600028,0.5365563355977375
100,600029,0.5477575553590563
100,600030,0.3479111206472991
100,600031,0.5194521037778359
100,600036,0.49732471131943534
100,600048,0.6370673559093476
100,600050,0.41043348346139885
100,600061,0.3067316193326879
100,600085,0.5068333177023853
100,600089,0.3861772089835629
100,600104,0.4053185350003976
100,600115,0.5995271854145034
100,600150,0.4498723532170179
100,600160,0.459475097825214
100,600161,0.6196804337290793
100,600176,0.4546334291611579
100,600183,0.3777359573267114
100,600188,0.46748831479181896
100,600196,0.4168036998946073
100,600219,0.33464684889319163
100,600233,0.4768354667064305
100,600276,0.5482362840236099
100,600309,0.33277853928792
100,600332,0.4878611451182546
100,600346,0.5179070086701024
100,600362,0.2328321164529713
100,600372,0.6496869792971092
100,600415,0.46845145497421903
100,600426,0.5147448461628907
100,600436,0.6399414809439191
100,600438,0.4558975803262938
100,600460,0.33924053636092333
100,600482,0.3726849005624593
100,600489,0.5968210427863893
100,600515,0.5394071731749888
100,600519,0.5103592963929058
100,600570,0.28128338046277157
100,600584,0.28079268330099316
100,600588,0.3648648938644876
100,600660,0.4153317898946691
100,600690,0.34271895750083814
100,600741,0.4734449685575791
100,600745,0.35037857826177576
100,600795,0.601173454550656
100,600803,0.6810677084041545
100,600845,0.45161014718189085
100,600875,0.4162186195130462
100,600905,0.6351189669349673
100,600918,0.30630784070025907
100,600919,0.6588802830593873
100,600926,0.593797140082535
100,600938,0.3658198507652256
100,600958,0.3545228744641147
100,600989,0.4881919003605969
100,600999,0.3667459605481671
100,601009,0.6347161852343548
100,601012,0.32037909430634726
100,601021,0.6810731701272273
100,601058,0.39975745106908456
100,601059,0.2903426534185384
100,601066,0.45742970480804224
100,601100,0.36355434072408765
100,601111,0.5700785599630885
100,601117,0.5396537874146332
100,601127,0.5406960320949035
100,601136,0.38435769826600674
100,601138,0.32002675114882084
100,601166,0.579881194921454
100,601169,0.6778671717122475
100,601186,0.5185183197653274
100,601211,0.36055098499781
100,601225,0.6410671947967217
100,601236,0.47017106045836576
100,601238,0.30625718009514147
100,601318,0.35290590952989365
100,601319,0.5164132435924522
100,601328,0.695612081836749
100,601336,0.3319650779248813
100,601360,0.3023499564494213
100,601377,0.35163479666527486
100,601390,0.5342262109653373
100,601600,0.2318200882238156
100,601601,0.3829151389463086
100,601607,0.5584504394097354
100,601618,0.4994228409270245
100,601628,0.4604917122619093
100,601633,0.320403341834945
100,601668,0.5764519183736962
100,601669,0.5006831904219071
100,601688,0.27648419553627823
100,601689,0.316744446820869
100,601698,0.48006233841068335
100,601699,0.45652553845143273
100,601766,0.6866268510342397
100,601788,0.309669386145474
100,601799,0.3929449951634817
100,601800,0.6165226299041381
100,601808,0.31247057100809383
100,601818,0.6547886816345261
100,601857,0.4089248233358981
100,601865,0.2672891219371286
100,601868,0.6512826673331928
100,601872,0.39222906562878046
100,601877,0.25886483973886576
100,601878,0.25823584059865856
100,601881,0.32250795134912147
100,601888,0.588614468767686
100,601898,0.5942389105872937
100,601899,0.38210324622451564
100,601901,0.27975436142223775
100,601916,0.6797081894496786
100,601919,0.38456226075548494
100,601985,0.6352245110730077
100,601989,0.5731764283385047
100,601995,0.3306458546283505
100,601998,0.6336496550022576
100,603019,0.4120740885875732
100,603195,0.6746281373623843
100,603259,0.2957304407066038
100,603288,0.6232597879138724
100,603296,0.3941752262221161
100,603392,0.663791509465836
100,603501,0.3344952799599217
100,603659,0.33469489889945303
100,603799,0.274767346884777
100,603806,0.3668365680972725
100,603986,0.4101940846835873
100,603993,0.31500945334265584
100,605117,0.3154448516899173
100,617,0.5976537373904374
100,625,0.23106812912305974
100,63,0.23806534115684497
100,630,0.24557683009133136
100,661,0.6075616637625733
100,688008,0.3937726531855167
100,688009,0.6301403846131446
100,688012,0.693282687698876
100,688041,0.6716780124825549
100,688082,0.5155930754833942
100,688126,0.49362989358499854
100,688169,0.34174333341290286
100,688187,0.4983395619295632
100,688223,0.42382030866646137
100,688303,0.6880867726430087
100,688396,0.54310152010785
100,688472,0.44653759698782036
100,688506,0.6950965156660668
100,688599,0.32268404817731267
100,688981,0.65518339192598
100,708,0.4669651245161932
100,725,0.2182269142756037
100,776,0.3907980681322494
100,792,0.42251426390581504
100,800,0.3492335723948261
100,807,0.32395595213995143
100,858,0.5914629079305688
100,938,0.33094669288254486
100,977,0.25099281849915456
100,983,0.4822271710754811
1289,2252,0.6409020916392105
1289,2304,0.6668806686292252
1289,2594,0.6595607902612173
1289,2601,0.681714401486001
1289,2648,0.6384437297890236
1289,300347,0.6534220792151764
1289,3816,0.6232676957163248
1289,600011,0.5295924103776009
1289,600023,0.5354777819469667
1289,600025,0.6719546113868433
1289,600027,0.6190940032694137
1289,600085,0.6505336192592731
1289,600089,0.6933333824963511
1289,600176,0.660764542090925
1289,600196,0.6956562520019518
1289,600233,0.677432397993715
1289,600276,0.5611797326644355
1289,600426,0.6681797697327816
1289,600600,0.6409642335836544
1289,600674,0.686925869129979
1289,600795,0.5172738030242092
1289,600803,0.5939859994508789
1289,600875,0.6545250067340866
1289,600886,0.6126905159824412
1289,600887,0.6792481628931298
1289,600905,0.6445262013516345
1289,600938,0.6866188211183772
1289,600989,0.5747184057735548
1289,601117,0.6689741955494652
1289,601238,0.6967806687747347
1289,601336,0.679442624958595
1289,601600,0.6967444270696048
1289,601607,0.6946207634916336
1289,601728,0.6794215403934651
1289,601898,0.6177909008996865
1289,601985,0.6594690941183556
1289,603369,0.6894160991584819
1289,708,0.6378936203518781
1289,807,0.6844718479040777
1289,983,0.6650145842510695
1289,999,0.6839163955710613
157,1,0.4537102632515595
157,100,0.3377298171856603
157,166,0.2903285405606608
157,1979,0.5685012500355855
157,2,0.5493394782695142
157,2001,0.45705235476736206
157,2027,0.5226825412256741
157,2028,0.5935335342928811
157,2049,0.5977936619545807
157,2050,0.47261011716946033
157,2074,0.45854476972676395
157,2129,0.3635924120705871
157,2142,0.49679649922958313
157,2180,0.4697173187894673
157,2230,0.29273606735871394
157,2236,0.24988312793178502
157,2241,0.4844300097148494
157,2252,0.6258890331425631
157,2271,0.38340429562702916
157,2304,0.48804812532243425
157,2352,0.4380700264389803
157,2415,0.3352801807592177
157,2422,0.6594156965916854
157,2459,0.35407089005574943
157,2460,0.39171818414491655
157,2463,0.4860722578958405
157,2466,0.4352058106201363
157,2475,0.5190044795972314
157,2493,0.33333901921516207
157,2555,0.5118167303555947
157,2594,0.45549730337335914
157,2601,0.39383717492336434
157,2648,0.5815978779187265
157,2709,0.3001541238958403
157,2736,0.3687475824219273
157,2812,0.3334740448807001
157,2916,0.410792920948321
157,2920,0.4398240337478695
157,2938,0.6215971038367347
157,300014,0.3535930577269951
157,300015,0.45708974431394866
157,300033,0.40209716692119
157,300059,0.3522908608751776
157,300122,0.4234776534204694
157,300124,0.4916120619540538
157,300274,0.42711886293428647
157,300308,0.36142981851313827
157,300316,0.4379708345254526
157,300347,0.46964474651093524
157,300394,0.3279062320515388
157,300408,0.5139024281973421
157,300413,0.6848399597838535
157,300418,0.3071668735218097
157,300433,0.3759880893128176
157,300442,0.48406358767306557
157,300450,0.3852089310345024
157,300502,0.4150733149174469
157,300628,0.4052222418754451
157,300750,0.36681198479964394
157,300759,0.39096023106602595
157,300760,0.6709769900419849
157,300782,0.5815159687862274
157,300896,0.5442502521486982
157,300999,0.4520286094001478
157,301,0.47616855292387017
157,333,0.4103894906091933
157,338,0.40214266448486335
157,3816,0.5971186231106357
157,408,0.41072327684526566
157,425,0.36440825746539485
157,538,0.5993990923709227
157,568,0.5526122469577184
157,596,0.6524654780158721
157,600000,0.6352996314636482
157,600009,0.4561295898870784
157,600010,0.5328655702460798
157,600011,0.6322697016013401
157,600016,0.6502645140867702
157,600018,0.6412905055420581
157,600019,0.654676212543971
157,600023,0.6555007964706898
157,600026,0.359132778966308
157,600027,0.6415514015642432
157,600028,0.5007887198662994
157,600029,0.4950395432285787
157,600030,0.3008783501425838
157,600031,0.38004038389315375
157,600036,0.5983600888716338
157,600048,0.60360807082642
157,600050,0.44831517883863337
157,600061,0.27906269140637807
157,600085,0.4222095276446717
157,600089,0.38728733491990086
157,600104,0.40515321831842555
157,600115,0.5599091269907981
157,600150,0.4714988537262229
157,600160,0.4912609477922315
157,600161,0.6856388144990161
157,600176,0.47106867709120726
157,600183,0.5161974735801147
157,600188,0.47722563952052377
157,600196,0.4985939938726779
157,600219,0.44222204178199387
157,600233,0.4423584903268062
157,600276,0.5703464654975229
157,600309,0.39048301057624946
157,600332,0.45831710207344034
157,600346,0.5346055014850519
157,600362,0.31454569227807416
157,600372,0.5357193634188747
157,600415,0.5649953866836454
157,600426,0.5111721238334213
157,600436,0.5885661717921433
157,600438,0.4967937725340221
157,600460,0.373560286345601
157,600482,0.3869160393540697
157,600489,0.5891030099868084
157,600515,0.4599867310305502
157,600519,0.5087371793947253
157,600570,0.2909621725159818
157,600584,0.37976490480780767
157,600588,0.4097811820738315
157,600660,0.49082217669925643
157,600690,0.3577810958663037
157,600741,0.5746673252718048
157,600745,0.43076607097366415
157,600795,0.6349910206807694
157,600803,0.6550853927958202
157,600845,0.4035948578644397
157,600875,0.4708893492689258
157,600887,0.6256097385455655
157,600905,0.5545223088013777
157,600918,0.31149265242884583
157,600926,0.643490039472584
157,600938,0.4305488503460132
157,600958,0.2979114151773101
157,600989,0.603027184553187
157,600999,0.3393768461133648
157,601009,0.6792795594178067
157,601012,0.35140973586592383
157,601021,0.5727588666739285
157,601058,0.5724340799291194
157,601059,0.30246928144428564
157,601066,0.4615887046934296
157,601100,0.4331798792906718
157,601111,0.5414956345501452
157,601117,0.4741131232408643
157,601127,0.5322668150259086
157,601136,0.4050934776412889
157,601138,0.4637431614574983
157,601166,0.6320469469903587
157,601186,0.4645638929403243
157,601211,0.36150404227715627
157,601225,0.6896952896337265
157,601236,0.47207676253393305
157,601238,0.3501099181487235
157,601318,0.4230858410082333
157,601319,0.534677792443462
157,601336,0.3360053155080216
157,601360,0.3243239273483106
157,601377,0.32918919964956617
157,601390,0.4999266986307326
157,601600,0.34758653782368487
157,601601,0.40851337915588937
157,601607,0.5229008560752781
157,601618,0.44233126982139426
157,601628,0.4552022568809724
157,601633,0.35905876138240334
157,601668,0.5543944721753986
157,601669,0.5101942687992271
157,601688,0.2976055403079916
157,601689,0.48351434870225085
157,601698,0.47653999974992334
157,601699,0.42062701885120646
157,601766,0.5611394337710781
157,601788,0.2856628832943452
157,601799,0.44286382666595603
157,601800,0.5320366856360783
157,601808,0.3744575896124409
157,601857,0.4238769870771164
157,601865,0.3638243123610223
157,601868,0.5938104530532751
157,601872,0.4086764982712505
157,601877,0.33406387425746953
157,601878,0.2702162649810399
157,601881,0.3368399123645214
157,601888,0.5866931012264491
157,601898,0.6452912900152847
157,601899,0.44345142411903826
157,601901,0.25075810015671196
157,601919,0.3923447726969038
157,601985,0.6242574131453051
157,601989,0.563344172565702
157,601995,0.333938125922684
157,601998,0.6832805692918633
157,603019,0.34599321436106856
157,603195,0.6656440424810537
157,603259,0.5385136635092755
157,603260,0.6575561447345546
157,603288,0.6766176251697077
157,603296,0.49591043129665535
157,603369,0.6746571305567757
157,603392,0.6801882257866154
157,603501,0.32327222020203517
157,603659,0.46938194266449706
157,603799,0.35662317181381564
157,603806,0.43772437734187886
157,603833,0.6803864994356432
157,603986,0.4648377239634792
157,603993,0.45197999248934506
157,605117,0.49782814365782413
157,617,0.5588762035786894
157,625,0.27893703926491564
157,63,0.2887684261689284
157,630,0.3537659551830733
157,651,0.6183835673442604
157,661,0.6700567105828753
157,688008,0.43614684047850794
157,688009,0.6163993088098826
157,688012,0.6450883029720924
157,688036,0.6245198123278478
157,688041,0.647878283140339
157,688082,0.4148864856139459
157,688111,0.5876715634760452
157,688126,0.4462781315812894
157,688169,0.4143533680039396
157,688187,0.45261431296355814
157,688223,0.4707413038188316
157,688256,0.6411595129925673
157,688396,0.5355288638374451
157,688472,0.4141050697664912
157,688599,0.34036715823235897
157,688981,0.5934254453051959
157,708,0.5261168827787506
157,725,0.3112421692554601
157,768,0.6290629747167235
157,776,0.3825449389590114
157,786,0.6184809468157135
157,792,0.3978777155057922
157,800,0.4276211531146551
157,807,0.4859318737624019
157,858,0.5308983205018645
157,938,0.30882341051381723
157,977,0.31954041728895644
157,983,0.43246063867987206
157,999,0.6829476559212369
166,1,0.36179523134590585
166,100,0.3538327987322807
166,157,0.2903285405606608
166,1979,0.44107974888688284
166,2,0.391538057945919
166,2001,0.3404674135725826
166,2027,0.42815400603638376
166,2028,0.5727859196524059
166,2049,0.5602208042206123
166,2050,0.5355090344429914
166,2074,0.4572997571847567
166,2129,0.33132196888546517
166,2142,0.40166421544869535
166,2179,0.6693944712706645
166,2180,0.42328225098676486
166,2230,0.2815768484127551
166,2236,0.25454776605310536
166,2241,0.560036187445113
166,2252,0.5294518758234039
166,2271,0.3756505945676393
166,2304,0.4181109443556239
166,2352,0.3840688585313615
166,2415,0.28389450206413824
166,2459,0.33419742526209184
166,2460,0.34048581217905105
166,2463,0.58256939262884
166,2466,0.37114202881690184
166,2475,0.5816080187241949
166,2493,0.29761319709081957
166,2555,0.40470681028628663
166,2594,0.4092776353223285
166,2601,0.3660550428849697
166,2648,0.6329387139287652
166,2709,0.2869850285773098
166,2736,0.2489234003581795
166,2812,0.29157137932613775
166,2916,0.4316970331951365
166,2920,0.4261513967147844
166,2938,0.6466041256484691
166,300014,0.24531485517842
166,300015,0.3248143876020311
166,300033,0.27989391878995606
166,300059,0.20551932710429432
166,300122,0.3174336233058963
166,300124,0.44755712568655903
166,300274,0.3921309839228254
166,300308,0.3705013989208408
166,300316,0.30444104031650154
166,300347,0.3773316904467523
166,300394,0.3521449372894132
166,300408,0.5244737625808605
166,300413,0.564972227351433
166,300418,0.26178032766408355
166,300433,0.36575349097238186
166,300442,0.5124836743289787
166,300450,0.2955695911397507
166,300502,0.442813057124409
166,300628,0.3689069532040342
166,300750,0.29634370685646183
166,300759,0.3238194720996037
166,300760,0.6005181549723402
166,300782,0.46838719155877706
166,300832,0.6659863016632795
166,300896,0.4318899797061525
166,300999,0.3295666880474537
166,301,0.3712146080116302
166,333,0.40218592023574495
166,338,0.39981297572150865
166,3816,0.5118848345325194
166,408,0.40337074157498165
166,425,0.4089975649231502
166,538,0.5264956887900956
166,568,0.45021026510428896
166,596,0.5628623130568573
166,600000,0.5279827978527789
166,600009,0.36672661920030536
166,600010,0.5365905287321776
166,600011,0.574615766442252
166,600016,0.5531301451674956
166,600018,0.561040459011221
166,600019,0.6125835790804899
166,600023,0.6619094016768072
166,600026,0.3338309859334905
166,600027,0.597063957659051
166,600028,0.3776114895397872
166,600029,0.4540554973277423
166,600030,0.1643717124529811
166,600031,0.4681069311483723
166,600036,0.527238369170153
166,600048,0.4559246375791909
166,600050,0.33167000820826453
166,600061,0.15916037715372477
166,600066,0.6419697684970145
166,600085,0.3971791770342811
166,600089,0.3130407784714645
166,600104,0.3469400386281488
166,600115,0.5453855992377852
166,600150,0.4637146928326378
166,600160,0.49036159259326384
166,600176,0.45922969048770135
166,600183,0.5309951178864503
166,600188,0.335651181832303
166,600196,0.32358092374181013
166,600219,0.4503725034849917
166,600233,0.414580403609602
166,600276,0.5575784071886538
166,600309,0.33273462508587526
166,600332,0.3679470883457474
166,600346,0.4985841744449877
166,600362,0.34390512589551936
166,600372,0.44110918709284375
166,600406,0.6905303872302433
166,600415,0.5928159620558051
166,600426,0.3890763895519461
166,600436,0.5497380788794035
166,600438,0.4062885633170292
166,600460,0.3221449283634571
166,600482,0.4195925688087424
166,600489,0.6190940127175828
166,600515,0.4280872265237049
166,600519,0.40937297929845196
166,600570,0.2621242854446907
166,600584,0.3779394996124751
166,600585,0.575640070228931
166,600588,0.42691684286609144
166,600600,0.6770253866335488
166,600660,0.45459167581995596
166,600690,0.31450392430060736
166,600741,0.5245715528474737
166,600745,0.40010935743616727
166,600795,0.5839422366417272
166,600803,0.5706197010337775
166,600845,0.36267278944073933
166,600875,0.4556079575588201
166,600887,0.5763295316812751
166,600905,0.5150008847516748
166,600918,0.13095640256301266
166,600919,0.6641359243880983
166,600926,0.5321106400816001
166,600938,0.32039153453566227
166,600958,0.13574602765295263
166,600989,0.5433732056591469
166,600999,0.20155249603973435
166,601009,0.616561700424294
166,601012,0.2829901112247363
166,601021,0.5842422746475956
166,601058,0.5636603879267648
166,601059,0.22202551659044711
166,601066,0.3163918415675586
166,601088,0.6517062130942448
166,601100,0.5149411732271658
166,601111,0.5706675144915356
166,601117,0.3726608838233585
166,601127,0.4944584959909184
166,601136,0.22573150113741258
166,601138,0.5170772450408858
166,601166,0.5302722000142981
166,601169,0.6252121640826334
166,601186,0.3059116529692364
166,601211,0.20733413179977678
166,601225,0.5641660737444917
166,601236,0.35331172865430294
166,601238,0.2582988987471657
166,601318,0.2718104355853701
166,601319,0.41908332096683465
166,601328,0.6309247589708364
166,601336,0.26002740722442563
166,601360,0.35790707864556337
166,601377,0.18444084347620193
166,601390,0.32814857450378654
166,601600,0.36108685756767966
166,601601,0.2734096449788157
166,601607,0.36086953473908734
166,601618,0.3240332497593945
166,601628,0.2883268499489341
166,601633,0.30543170524118524
166,601668,0.4230679275505268
166,601669,0.34641823988235654
166,601688,0.1597229662455274
166,601689,0.5643634357476641
166,601698,0.3898988471934678
166,601699,0.29406737850071507
166,601728,0.6758839781314547
166,601766,0.4435304685400495
166,601788,0.14508100653278122
166,601799,0.45430563708285165
166,601800,0.37240247407499116
166,601808,0.31485161284916807
166,601818,0.5909880472855398
166,601838,0.6748371964810869
166,601857,0.3277759056611971
166,601865,0.3807498144764392
166,601868,0.5317421977047142
166,601872,0.43085206631345896
166,601877,0.2566278962049464
166,601878,0.12743792464426806
166,601881,0.22843243522895962
166,601888,0.5192307838624144
166,601898,0.4442930015359928
166,601899,0.4295299968305205
166,601901,0.15362418308102388
166,601916,0.6227768702764989
166,601919,0.31792507138335635
166,601985,0.5557048493156178
166,601989,0.48680530411590106
166,601995,0.1810684938842193
166,601998,0.575568297222476
166,603019,0.3389358303866462
